acute_SC,acute_CM,imm_tol_SC,imm_tol_CM,carrier_SC,carrier_CM,imm_react_SC,imm_react_T,chronic_SC,chronic_CM,chronic_T,CC_SC,CC_T,DCC_SC,DCC_T,HCC,no_infection,HBV_death,death,Age
0,0,0.00257597173817653,0.000326025202929493,0.0597919101373826,0,0.0248469219605921,0.0195254737771487,0.0184638870500377,0.00629223056599277,0.00895126845515699,0.00182448621775755,0.0131369304855773,6.1324657378553e-05,0.000682731187099395,0.000969329227025232,0.0269808402635919,0.0846102984605232,0.730960370613631,80
0,0,0.00191899204211438,0.00024368753792965,0.048980958321096,0,0.0194285580069398,0.0162429823650253,0.015329096699067,0.00530258906287637,0.00790434122566301,0.00152181465792083,0.0115004557940409,5.12728659344364e-05,0.000596989257944209,0.000793984327739384,0.0229041596526041,0.0850589759775437,0.762221142205562,81
0,0,0.00142956943320546,0.000182144250225517,0.0400806352885621,0,0.0151838662241662,0.0135100351041785,0.0127068682460206,0.00445901466725949,0.00696089740741782,0.00126709049747972,0.0100428313441758,4.27866441445498e-05,0.000520649063546423,0.000650565429759538,0.0194286914503444,0.0854271927759893,0.788107162173526,82
0,0,0.00106496990060659,0.000136143719831062,0.0327635656918304,0,0.0118607143086899,0.0112352112340015,0.0105177705833291,0.0037420197051766,0.00611431434816481,0.00105322211292865,0.00874936107682256,3.56404329524613e-05,0.000452949072375986,0.000533215176251201,0.0164683979255825,0.0857294157018746,0.809543089009584,83
0,0,0.000793358379701037,0.000101760623387728,0.0267560375525491,0,0.00926057422899499,0.00934214966577022,0.0086936938577757,0.00313425773303697,0.0053576353290143,0.000874052485795121,0.00760554494595724,2.96370076520684e-05,0.000393132028259087,0.000437159909142433,0.0139491058902669,0.0859775009017069,0.827294399460992,84
0,0,0.000512738397179413,6.59866762357719e-05,0.0189384274312712,0,0.00627002122230077,0.00673835068710253,0.00622593991414979,0.00227332365581819,0.00406341719725359,0.000628334084002056,0.00572352227285717,2.13459822970901e-05,0.000295366534906386,0.000311023028743519,0.0102431080445034,0.0861541915617627,0.851534903309618,85
0,0,0.000331376929605487,4.27890602050863e-05,0.0133932080940903,0,0.00424345975467201,0.00485973601008016,0.00445306679455083,0.00164600328740772,0.00307510576308274,0.00045104353033841,0.00429861386172488,1.53507863686588e-05,0.000221449318687588,0.000221339305731176,0.00751661071570704,0.086280045494682,0.868950801293067,86
0,0,0.000214165098769336,2.77465660899882e-05,0.0094637638023198,0,0.0028707855929586,0.00350452274705053,0.00318121849514213,0.0011898156699047,0.00232234878547307,0.000323334676295484,0.00322232700143478,1.10233065683938e-05,0.000165700860878296,0.000157554973534774,0.00551221608498484,0.0863696967227049,0.881463779615892,87
0,0,0.000138412440435986,1.79922607810529e-05,0.00668190648190979,0,0.00194142220488482,0.00252700777933669,0.00227003437264557,0.000858702176683607,0.00175040589704832,0.000231484162646913,0.00241117130551441,7.90481462984477e-06,0.000123753200227954,0.000112177870795914,0.00403973810742729,0.0864335639457789,0.890454322979254,88
0,0,8.94543685107127e-05,1.16670815034737e-05,0.00471423845110475,0,0.00131246029995297,0.00182200544740136,0.00161807678889515,0.000618801712667882,0.00131684999147036,0.000165520868830044,0.00180111847777729,5.66108535217288e-06,9.22593322151603e-05,7.98873233514611e-05,0.00295877444260352,0.0864790657446571,0.896914158583708,89
0,0,5.78133296432357e-05,7.56551900092754e-06,0.00332363754981514,0,0.00088696636993222,0.001313595538075,0.0011521666358961,0.000445283597871015,0.000988916615912343,0.000118214915005311,0.00134322348719673,4.04914806709159e-06,6.86632887697812e-05,5.69034324080142e-05,0.00216576307393605,0.0865114851145421,0.90155575238393,90
0,0,3.73640900951323e-05,4.90586079615146e-06,0.00234165010574337,0,0.000599225489229394,0.000946990680827058,0.00081959887480294,0.000319982696834842,0.000741388836668789,8.43342167600444e-05,0.0010001838104855,2.8927408261229e-06,5.10193683906787e-05,4.0539979912955e-05,0.00158437910331734,0.0865345846422034,0.904890959503108,91
0,0,2.41479817414479e-05,3.18120543326441e-06,0.00164873520203077,0,0.000404708613391587,0.000682660252806258,0.000582473981784945,0.00022964001710292,0.000554919934796118,6.00993677454105e-05,0.000743650044433941,2.0642469554251e-06,3.78508142118842e-05,2.888736212616e-05,0.00115841673295202,0.0865510443279956,0.907287519914494,92
0,0,1.56065628977078e-05,2.06285266320031e-06,0.00116014917759261,0,0.000273256270556046,0.000492085917998375,0.000413579450332114,0.000164598187498325,0.000414710819929642,4.2785017362061e-05,0.000552133921084296,1.47144116622629e-06,2.80398994752346e-05,2.05876430628467e-05,0.000846518393222565,0.0865627732364419,0.909009641208718,93
0,0,1.00863421253152e-05,1.33765680945224e-06,0.000815874629784875,0,0.000184450329101293,0.000354696532452213,0.000293403790407236,0.000117837254449775,0.000309472515227636,3.04291050233471e-05,0.000409388194178307,1.04779123879461e-06,2.07428414483737e-05,1.46748998144047e-05,0.000618275377141413,0.0865711313695026,0.910247151371296,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865711313695026,0.913428868630499,95
